2,3,30
5,4,50
7,1,94
6,3,48
7,5,17
5,2,50
6,4,47
9,3,26
10,5,50
6,1,31
10,2,42
10,4,60
2,3,38
1,1,63
6,5,48
4,5,49
10,1,57
6,5,16
4,2,43
3,1,43
4,2,28
5,3,30
5,5,49
10,2,37
3,5,72
9,5,39
7,2,35
5,1,62
10,1,66
4,4,69
2,2,62
7,4,25
10,1,67
8,2,51
9,1,31
2,3,32
8,1,51
5,1,21
1,4,59
8,5,77
10,3,66
1,4,28
3,4,43
6,1,16
3,2,34
5,4,41
4,5,41
6,2,45
4,5,76
9,5,41
9,2,45
7,1,50
5,5,40
9,3,36
6,2,50
6,3,51
8,2,31
4,5,62
5,5,42
10,5,52
7,2,45
6,3,55
4,3,41
2,4,40
10,1,28
9,1,51
10,1,68
1,1,73
9,2,76
10,3,49
4,5,33
2,4,58
5,5,33
8,5,48
3,3,74
5,2,47
10,4,36
10,2,28
1,4,32
2,4,15
2,4,40
2,3,57
4,3,51
5,1,11
8,2,14
1,5,26
8,2,71
10,1,55
7,5,28
5,4,29
10,2,48
1,5,36
5,1,18
6,2,92
2,4,0
1,3,42
8,4,29
4,2,46
1,4,30
3,5,63
6,2,40
1,1,84
1,2,50
9,4,11
3,2,58
7,4,48
4,1,45
1,1,66
5,3,32
7,3,39
6,4,69
7,4,61
9,5,49
9,5,38
7,5,55
9,5,54
3,4,46
7,2,58
8,4,55
3,3,52
7,5,49
10,4,52
10,2,43
3,4,33
6,2,34
8,3,29
8,5,50
2,1,56
5,3,53
5,2,37
5,1,64
8,3,65
9,4,67
1,2,56
10,3,72
2,3,51
2,5,57
1,4,73
7,4,89
1,3,61
2,3,64
2,1,41
3,1,45
2,5,71
9,3,42
6,5,31
4,3,55
5,3,84
5,5,69
8,1,32
5,4,61
1,3,60
10,5,60
9,4,64
1,5,41
5,4,55
4,2,63
8,1,57
8,4,65
4,5,38
10,2,41
2,5,52
10,2,47
1,3,68
10,5,69
9,4,17
8,5,47
2,1,9
10,3,48
1,2,17
3,5,67
7,2,51
10,4,51
1,5,41
2,5,19
10,4,88
7,3,44
4,4,32
6,2,40
6,4,29
3,1,58
8,3,51
7,4,57
8,4,63
6,5,43
7,3,31
4,3,52
2,4,51
3,4,67
9,4,99
10,2,57
7,3,40
2,1,45
6,5,32
5,1,57
4,1,33
5,3,79
6,1,48
6,3,56
2,5,46
9,4,55
8,5,57
6,2,43
3,5,45
2,1,54
1,4,45
2,2,64
9,1,69
8,2,58
10,1,11
6,1,44
1,5,57
3,4,36
9,2,35
3,5,45
1,3,46
1,2,64
7,1,26
8,3,40
9,1,51
4,1,24
6,5,28
3,5,38
8,1,41
3,4,45
7,5,47
9,1,37
1,4,61
2,1,61
9,5,54
6,4,33
7,5,61
5,3,14
8,4,61
1,5,32
6,2,56
7,1,40
8,2,59
8,3,38
5,2,80
6,1,48
8,3,71
7,3,38
3,2,45
