10,3,82
2,3,18
6,3,47
2,2,55
3,4,45
4,5,55
6,2,53
9,5,35
7,5,41
4,3,32
8,1,65
2,2,58
5,1,55
2,5,19
7,4,83
8,2,54
2,1,11
5,2,80
9,2,37
4,4,46
5,2,71
9,3,70
7,3,46
1,2,42
8,2,36
8,5,73
2,1,37
5,4,78
10,1,32
7,3,51
7,2,52
1,3,58
7,4,68
5,2,42
10,4,49
2,1,42
8,1,37
1,1,43
8,1,58
4,3,29
3,4,8
10,2,16
1,3,21
1,4,62
10,5,72
9,3,37
2,3,32
10,4,44
9,3,17
7,5,45
1,1,34
7,4,69
7,5,58
6,2,68
4,2,57
5,4,45
4,3,73
10,4,40
8,5,47
2,4,83
9,3,71
2,4,71
6,4,5
4,4,32
6,3,48
8,3,35
10,4,55
5,2,55
7,1,34
5,1,44
7,1,79
1,1,52
3,3,44
6,5,50
4,5,36
10,4,68
8,3,37
3,1,46
8,3,67
2,5,68
5,1,61
8,4,37
9,5,51
8,3,43
10,2,35
4,1,28
10,4,49
9,1,46
10,4,27
8,5,57
6,4,55
4,5,32
9,5,52
7,1,64
4,1,46
7,2,54
6,2,48
2,1,44
1,4,42
2,1,49
2,4,73
3,3,36
6,5,55
3,1,31
6,3,61
3,2,54
3,5,57
5,5,57
1,1,50
6,4,48
6,2,45
2,5,46
10,5,47
5,5,50
5,4,51
9,2,50
3,3,48
8,4,34
9,4,41
4,3,41
4,5,40
10,3,19
7,5,33
2,4,37
1,4,45
10,2,39
9,2,34
5,2,41
5,4,70
5,5,43
1,3,39
3,1,54
10,3,64
6,3,41
9,1,66
3,2,21
7,2,43
8,1,41
4,2,22
5,1,78
6,5,24
6,1,31
6,2,45
9,1,24
4,3,38
3,4,36
4,2,57
1,1,51
7,1,54
5,3,28
2,3,63
8,1,65
8,3,80
10,2,54
7,3,43
5,4,68
6,4,34
3,1,61
8,4,69
8,4,57
3,2,75
10,5,33
5,5,71
8,4,52
9,2,57
7,4,54
4,5,32
1,2,52
4,1,60
6,1,24
9,3,30
2,3,51
6,5,49
2,4,74
6,3,59
5,3,50
1,1,29
3,5,65
9,1,50
8,4,66
1,2,32
9,3,52
1,3,52
1,5,45
7,5,21
10,1,34
7,3,65
9,5,43
7,2,37
7,3,27
1,2,60
7,3,45
7,1,50
8,2,44
9,4,58
4,3,12
2,3,56
5,2,46
3,2,23
1,5,39
4,1,28
2,1,72
7,2,37
9,4,41
4,5,34
8,2,28
8,5,59
7,5,21
4,4,45
3,5,42
6,4,41
3,4,29
8,1,35
7,1,19
2,2,41
2,4,8
3,3,54
2,5,48
9,4,58
10,1,58
4,1,45
7,5,47
9,3,47
3,5,39
7,2,65
5,5,86
8,2,41
2,3,33
3,5,38
3,4,40
6,2,78
7,2,23
3,1,58
1,3,42
10,5,57
2,5,5
10,1,52
10,1,100
9,1,37
9,4,53
1,2,53
6,2,55
6,2,69
9,2,40
2,5,73
8,4,52
4,1,54
7,2,58
8,2,41
7,1,54
9,2,58
8,3,43
3,2,60
