4,4,49
8,2,57
10,5,37
9,2,77
1,3,39
10,2,55
10,3,34
6,5,13
9,3,30
9,4,44
5,5,40
5,4,56
10,4,26
4,4,39
3,3,69
9,4,44
7,3,61
6,2,50
5,4,50
2,4,35
9,4,36
4,2,42
1,2,32
3,1,36
10,5,58
1,3,55
10,3,58
6,1,68
7,3,52
1,2,26
3,5,35
6,2,29
6,5,42
10,4,35
7,5,34
1,5,67
5,2,65
8,4,81
9,1,30
9,4,38
1,3,42
6,5,55
1,3,15
5,4,61
5,3,61
8,3,55
6,5,28
9,4,64
1,4,14
9,4,67
1,1,30
10,3,72
8,1,52
10,3,48
6,3,25
9,1,47
10,2,23
6,1,66
8,1,48
10,1,36
9,1,59
10,3,62
3,3,45
5,1,60
1,3,37
2,2,38
7,1,38
3,2,32
5,5,52
2,1,39
3,3,46
8,5,27
2,2,58
4,5,42
7,3,86
1,5,46
4,4,52
1,2,46
3,4,57
6,1,62
1,1,39
10,3,91
2,2,40
8,2,78
6,4,58
8,5,32
3,2,16
4,3,61
2,1,73
7,4,52
2,3,71
7,5,48
5,1,50
3,2,42
6,3,58
4,5,31
8,2,54
2,4,38
4,4,35
8,3,68
8,2,58
8,1,98
9,5,51
3,1,53
7,3,33
9,4,51
1,5,34
4,3,45
8,2,60
4,4,67
8,3,65
2,4,30
5,3,23
10,2,5
6,3,55
4,2,55
3,1,1
6,3,53
4,3,56
4,2,78
3,2,54
1,3,67
6,3,19
9,5,34
2,1,43
2,2,34
5,5,30
5,3,16
1,1,74
6,1,56
7,1,27
9,4,67
5,4,70
8,4,11
10,4,37
3,4,53
3,5,42
7,3,43
3,5,33
3,1,42
7,1,80
5,5,34
4,2,55
4,4,56
9,2,70
9,2,12
9,2,44
6,2,48
4,2,42
6,1,36
1,2,66
6,4,65
3,2,54
4,2,58
7,3,0
10,4,44
1,4,53
1,5,50
6,2,43
3,1,49
9,2,31
4,3,16
7,1,48
3,1,64
7,3,49
3,2,16
5,2,64
9,5,62
3,2,55
5,2,26
4,1,89
6,2,61
7,2,27
8,1,45
5,1,48
5,2,40
7,2,50
7,2,43
5,2,36
6,5,37
4,1,44
10,5,55
6,1,41
6,4,25
7,5,63
3,5,42
2,3,45
9,3,65
1,4,38
3,5,29
2,5,49
8,5,32
10,1,80
2,5,45
8,3,43
7,1,35
10,2,73
7,4,45
10,1,78
3,1,25
4,3,53
10,3,40
7,5,52
5,2,100
2,4,56
2,1,72
7,2,18
8,5,60
4,4,46
6,4,61
6,1,75
10,5,50
9,4,50
5,4,65
5,3,51
3,4,64
4,5,27
9,3,28
10,1,37
1,4,67
4,1,38
9,5,62
5,2,50
1,1,45
4,3,30
4,1,68
5,4,10
8,1,57
10,4,39
5,1,80
10,3,40
4,3,55
2,4,30
3,3,81
9,5,60
3,3,19
4,3,40
10,2,27
2,3,40
9,1,46
7,1,46
6,5,39
6,4,68
9,3,49
2,4,53
2,2,39
2,1,83
6,3,39
7,1,66
9,2,60
7,4,48
4,3,29
8,5,54
4,3,58
9,1,66
4,1,27
10,1,32
9,3,58
1,2,56
5,3,77
6,3,48
9,5,62
6,1,35
