3,4,59
5,3,34
6,4,48
3,1,27
8,2,44
1,5,48
7,1,51
2,5,51
4,5,25
9,5,57
7,3,60
1,4,54
1,1,57
6,2,41
1,3,49
3,4,52
8,5,41
4,4,67
8,5,72
6,4,57
7,1,49
9,2,51
8,2,46
9,5,49
5,5,13
10,5,41
8,3,23
4,2,55
5,3,60
3,1,30
2,5,55
3,3,37
4,4,28
7,4,44
3,3,46
7,2,41
7,2,44
7,3,33
10,3,32
6,5,81
9,5,35
7,1,81
6,5,40
7,5,35
5,4,30
9,1,48
9,5,66
7,2,54
3,2,31
1,3,69
5,5,45
1,2,63
4,5,47
10,4,27
8,1,58
1,2,50
5,4,91
5,1,78
1,3,69
4,2,68
5,3,71
7,2,49
8,1,38
6,1,23
6,5,42
2,2,68
4,5,56
6,4,57
4,3,65
5,3,36
8,3,48
5,2,61
6,5,59
8,4,40
6,3,55
8,5,36
6,3,28
7,3,32
5,5,67
10,4,51
3,5,65
2,5,55
7,4,48
6,1,83
4,2,48
1,3,61
1,1,70
3,5,62
7,3,73
4,5,29
8,4,64
1,2,45
1,5,52
5,1,24
5,1,27
7,4,54
9,3,65
1,3,70
6,2,47
8,1,52
2,3,72
6,2,87
6,5,72
7,2,47
9,1,39
1,4,90
6,5,1
4,5,53
7,4,93
7,5,76
7,2,49
10,5,58
7,3,44
4,3,46
2,4,42
5,3,74
8,4,0
8,5,54
9,2,55
2,1,34
6,3,32
9,3,68
4,2,84
7,1,60
5,4,78
10,1,64
9,4,89
4,5,39
2,5,53
2,4,53
5,2,62
10,3,18
4,1,26
9,1,30
9,5,90
6,2,43
6,2,64
9,3,44
5,1,19
1,5,42
2,2,37
9,5,52
6,2,64
3,2,26
5,1,66
1,2,57
4,5,67
8,2,28
8,1,44
8,2,42
4,3,82
8,2,64
7,4,61
6,3,28
7,1,64
2,2,100
8,3,87
7,5,55
4,3,65
1,5,73
9,4,23
3,3,62
4,4,81
8,2,57
1,3,61
2,4,65
4,4,56
4,5,59
1,1,81
1,1,63
10,2,78
8,1,40
5,1,48
5,2,36
4,2,51
9,2,90
10,2,26
6,4,14
3,5,35
3,2,53
8,5,48
1,5,63
1,1,73
8,1,30
1,5,81
3,3,27
2,5,47
2,4,66
8,3,53
4,4,52
3,5,52
3,4,45
10,4,47
3,4,53
8,3,21
7,4,50
2,1,34
6,5,75
6,1,88
3,2,63
6,3,39
10,3,56
10,2,38
10,5,38
2,2,44
3,4,28
10,3,86
4,1,62
6,1,82
7,5,70
7,4,46
4,4,69
5,5,54
9,1,43
8,4,49
2,5,56
6,2,18
4,1,61
10,4,58
1,5,29
8,2,50
5,3,41
2,5,32
3,5,73
10,1,67
2,3,23
3,1,54
10,1,52
7,5,52
10,2,25
5,2,43
2,3,78
6,1,39
7,5,42
4,3,44
3,2,56
9,1,31
8,3,31
3,4,43
6,2,23
6,3,56
9,1,18
3,2,79
9,4,39
8,2,37
8,4,51
2,5,47
5,2,50
8,5,80
1,4,46
7,3,49
9,5,35
1,5,44
4,4,54
10,1,41
1,5,30
10,2,68
7,1,54
5,1,57
9,3,28
8,2,33
7,3,91
9,5,53
9,4,39
2,4,70
5,5,58
6,2,50
10,3,61
6,4,39
9,1,42
7,1,55
1,1,18
9,4,52
9,1,39
4,1,4
7,5,49
9,2,63
10,3,27
7,5,49
4,1,45
1,4,29
5,2,24
3,5,72
8,5,33
9,2,58
2,4,39
5,5,69
6,4,47
6,4,68
6,3,41
10,4,39
3,1,49
1,3,25
7,1,61
5,3,51
3,3,61
10,1,90
10,1,81
6,4,38
2,4,62
8,1,43
5,3,64
7,2,53
1,4,96
5,1,65
8,1,29
2,1,23
10,4,45
10,3,24
5,3,49
3,1,35
3,2,28
8,5,18
1,1,47
4,3,49
4,1,66
3,1,100
5,1,47
6,4,35
5,4,45
9,4,43
9,3,36
7,5,65
1,2,54
3,4,41
1,2,50
8,3,43
6,1,36
10,1,48
3,4,35
1,4,57
10,4,50
3,1,55
3,3,36
2,1,39
9,3,48
2,2,53
10,5,37
3,4,57
5,2,59
