1,2,43
2,4,50
6,2,8
3,5,64
4,1,50
10,4,81
6,3,52
1,5,50
2,2,65
6,5,55
4,4,40
4,2,68
2,3,50
4,2,45
1,4,71
3,3,47
2,4,41
7,4,8
5,1,38
3,2,59
5,4,49
9,3,53
8,4,48
6,4,82
8,3,50
8,5,27
6,4,60
1,2,12
4,2,61
1,1,16
3,5,69
4,5,36
6,5,59
10,5,33
1,5,63
1,3,44
3,2,63
1,1,16
3,5,100
10,4,36
2,2,23
10,4,63
3,3,58
4,3,57
2,3,72
9,1,63
6,2,45
5,5,58
1,2,22
6,1,25
1,2,67
10,3,68
6,2,89
9,5,53
4,5,52
3,2,74
9,4,35
3,3,64
7,1,48
6,5,44
7,1,40
8,1,45
9,1,67
10,3,30
8,2,24
5,2,46
5,1,42
1,5,59
3,5,42
10,2,69
1,3,56
2,4,47
5,2,17
8,4,54
2,2,83
2,4,72
7,5,58
3,1,54
9,4,22
10,5,4
1,1,33
3,1,26
8,5,52
10,2,71
8,4,23
2,3,30
10,2,60
8,2,43
9,3,100
10,1,43
4,1,47
6,4,28
3,4,33
8,4,36
6,1,45
5,4,49
5,2,56
6,1,34
3,4,0
8,2,43
3,2,33
7,3,67
3,1,22
1,3,79
4,4,46
1,3,53
5,2,50
10,3,60
3,5,61
7,4,29
6,3,50
2,1,52
9,3,30
10,2,67
2,1,71
9,4,48
7,4,47
6,3,35
9,5,61
6,4,36
5,1,49
8,1,47
9,5,77
7,3,31
3,2,45
8,1,41
4,1,53
9,5,67
7,3,31
3,4,44
6,5,18
2,5,32
4,3,52
9,4,45
7,3,48
8,1,66
4,4,28
6,2,55
8,1,52
7,4,60
7,1,79
9,2,28
7,5,57
7,4,23
9,3,65
8,5,44
10,5,34
7,5,87
2,3,80
9,3,21
8,2,62
6,2,47
10,2,35
6,5,27
8,1,70
5,4,38
3,2,68
10,2,22
7,4,72
4,3,54
7,1,57
6,4,34
7,1,60
6,5,47
9,3,53
9,3,55
3,1,50
6,3,33
8,1,43
1,4,57
4,1,29
4,1,47
5,1,96
8,4,63
8,3,40
2,5,37
6,1,46
2,2,74
8,3,49
3,5,56
8,4,60
9,5,19
5,4,78
8,3,36
10,3,47
4,3,72
6,1,63
2,1,50
7,2,45
6,3,71
7,2,25
7,1,43
5,1,40
1,5,37
6,4,55
1,5,70
10,1,57
3,3,18
4,1,47
2,5,29
10,3,17
1,4,38
3,4,56
8,1,53
7,3,73
8,5,43
2,5,24
7,5,20
6,5,45
1,4,75
5,1,75
10,1,43
8,5,58
8,3,51
10,2,52
5,5,62
10,5,65
10,5,55
6,1,57
2,2,48
2,1,38
7,1,66
6,2,51
3,3,28
6,3,78
9,5,34
2,1,55
7,1,69
10,5,40
6,4,35
5,4,78
10,4,66
7,5,52
2,3,29
10,5,78
4,5,56
5,3,14
7,1,35
1,1,66
9,1,44
8,5,44
8,1,39
7,2,44
1,1,89
5,5,47
5,1,31
10,3,52
1,2,59
4,3,42
5,4,36
9,2,41
2,1,30
5,2,82
5,5,47
9,3,50
3,5,62
2,2,41
1,4,38
2,2,32
5,2,56
5,3,63
3,5,22
2,4,18
3,3,71
1,2,69
4,3,47
4,5,38
5,5,51
10,1,36
7,3,50
8,3,26
7,4,53
7,2,43
1,2,83
6,4,59
2,5,22
9,2,43
1,3,19
1,3,28
4,3,39
1,5,71
3,4,0
5,2,50
9,1,60
3,3,60
9,1,53
10,3,43
8,2,28
7,3,39
2,4,56
8,3,43
9,1,33
7,3,50
4,4,62
9,1,50
2,4,49
5,3,25
1,1,44
7,4,44
5,4,36
6,4,60
10,2,50
10,3,56
2,3,85
10,1,44
9,1,29
3,1,59
9,5,27
7,2,50
6,3,60
1,3,16
3,4,44
4,2,60
7,3,48
8,1,58
10,1,49
8,3,53
7,5,36
7,2,45
1,4,44
4,4,48
1,1,32
2,2,50
6,2,45
10,5,62
2,4,41
4,2,64
3,2,85
1,5,36
2,2,30
4,1,42
1,5,36
4,5,73
7,2,79
5,4,63
9,5,68
10,2,62
6,2,21
4,3,39
3,3,58
5,2,26
1,3,51
10,4,36
9,4,43
6,2,62
8,4,11
2,1,77
7,2,72
9,2,65
6,1,58
9,2,43
10,2,51
2,4,67
1,4,70
3,2,35
5,4,68
2,3,62
10,4,51
8,5,60
9,2,81
3,2,56
2,5,51
8,2,42
7,2,49
5,3,64
8,2,68
5,3,42
6,5,68
2,1,13
2,5,15
6,4,74
8,4,47
5,5,42
4,4,33
4,2,43
3,1,59
4,5,62
4,2,30
2,2,86
9,4,78
10,3,59
8,2,73
6,5,74
5,3,32
3,1,58
7,2,47
9,4,38
5,2,53
2,4,68
6,3,42
4,5,68
2,5,27
8,5,32
1,2,44
9,4,56
9,2,12
6,2,69
7,4,41
8,2,48
7,3,2
6,3,54
4,5,13
9,3,82
9,2,51
10,1,60
8,5,62
8,2,38
9,4,68
1,4,26
5,5,51
1,5,4
9,2,57
10,1,47
6,3,71
1,3,67
6,1,28
9,1,68
2,3,58
2,5,41
4,5,62
7,5,41
1,5,83
3,5,53
7,5,43
3,3,43
4,4,46
9,4,82
5,3,33
10,5,27
4,4,58
4,3,71
1,3,54
5,5,62
4,2,57
4,4,71
4,1,53
9,5,56
5,1,40
5,1,35
2,1,68
1,2,42
8,3,53
2,3,61
3,4,47
2,5,65
2,3,36
10,1,32
8,3,38
7,4,31
1,1,33
5,5,43
8,4,4
10,4,33
5,3,66
5,5,26
9,3,37
5,2,79
3,5,25
1,2,32
4,1,57
7,1,83
10,5,48
4,2,49
6,1,31
1,1,57
1,4,46
3,4,39
3,4,69
10,4,45
7,5,9
6,5,92
5,3,68
4,4,40
9,2,71
8,4,76
4,2,46
3,1,73
10,4,39
10,4,58
1,4,71
3,1,63
2,1,66
5,3,63
3,2,34
7,5,65
9,5,61
4,5,73
9,1,57
5,4,35
4,1,34
8,5,72
10,1,29
6,1,86
5,1,50
3,1,53
3,4,48
4,3,50
1,1,4
3,3,29
10,3,48
